Restaurant Name,URL,Restaurant Stars,No. Of Reviews,Categories,# Of Categories,Price,Reviewer Name,Review Stars,Date Of Review,Review,Review Length,Reviewer Location,LocationB,Useful,Funny,Cool
The Diplomat,https://www.yelp.com/biz/the-diplomat-milwaukee-2?osq=Bars,4,108,"American (New), Tapas/Small Plates, Bars",3,2,Jen H.,5,8/21/2021,Awesome dinner and great customer service.  Food was delicious.  Vince made sure everything was perfect.  Eileen was our waitress.  She made great suggestions on what was gluten free.,28,"Aurora, CO",0,0,0,2
The Diplomat,https://www.yelp.com/biz/the-diplomat-milwaukee-2?osq=Bars,4,108,"American (New), Tapas/Small Plates, Bars",3,2,Michael M.,5,04/03/2022,"Wow, constantly amazed by the culinary adventure, the Baldwin family, and the highly skilled team at The Diplomat. Another exceptional evening. You know it's good food when you run into a noted Milwaukee chef taking his father to dinner at The Diplomat. So my guest and dinner partner last evening is gluten free. Informed the team at the diplomat prior to our dinner. They went out of their way last evening using gluten free flower to bread the beech mushrooms small plate (incredible tender, moist, nutty earthy undertones, and surprising flavor, probably our favorite thing (actually was recommended by the Milwaukee chef that flew under the radar for a dinner with his father last night)). Had the anchovy small plate that was very unique. Tasted of sublime deviled eggs with the punch of fresh anchovies and other flavors. Had the octopus, a fair amount of time when I order octopus it is not that good as sometimes it is just way overdone with accompanying agreements that overpower the octopus. That was not the case. Served with delicious citrus and cooked expertly it was just awesome. For our main course my partner had the trout and I enjoyed the new york strip. Trout was expertly prepared and the strip steak was an attestment to chef Danes experience as a go to chef at Carnevor and Mr. B's. Can't wait to return. Service was excellent and the atmosphere was upbeat yet intimate.",240,"Shorewood, WI",0,0,0,0
The Diplomat,https://www.yelp.com/biz/the-diplomat-milwaukee-2?osq=Bars,4,108,"American (New), Tapas/Small Plates, Bars",3,2,Stew B.,5,10/22/2021,"Tried the diplomat for the first time last night.  The four of us split several items, all of which was very tasty and well prepared.  Our server was outstanding.  We will be back soon!",34,"Milwaukee, WI",1,0,0,0
The Diplomat,https://www.yelp.com/biz/the-diplomat-milwaukee-2?osq=Bars,4,108,"American (New), Tapas/Small Plates, Bars",3,2,Wendy H.,5,8/26/2021,"Outstanding food and service.Had the Peach & Black-eyed Peas, 3 Cheese  Tartaflette Pie, and the Chicken Leg Confit. All were fabulous and my server, Anali, was spot on in every respect.  Cannot recommend too highly!",35,"U-MED District, Anchorage, AK",0,0,0,0
Oktoberfest Milwaukee,https://www.yelp.com/biz/oktoberfest-milwaukee-glendale?osq=Bars,4.5,29,"Lounges, Pretzels, Festivals",3,,Ophelia M.,5,9/22/2017,"What an amazingly electric celebration!Large quantities of German beer? Check.German cuisine offerings? Check.German music and dancing? Check, check, check!Came for the first time not knowing what to expect. Tickets are $10 at the gate, which gets you into the celebration! Inside the gate you'll find various German eats (from pretzels and brats, to full blown roasted pig dinners) for sale. There's German beer a-plenty to choose from (get the Oktoberfest!). The best deal on German beer comes if you bring your own stein. Don't have a beer stein? They also happen to sell beautifully creative and varied German beer steins.We went with friends who had reserved tables near the stage. It's loud but fun as heck. We even did a little German aerobics. Don't question it. Just do it.There's singing, there's dancing, food, beer, and fun.What's not to love?Get to it!",141,"Milwaukee, WI",1,8,1,4
Oktoberfest Milwaukee,https://www.yelp.com/biz/oktoberfest-milwaukee-glendale?osq=Bars,4.5,29,"Lounges, Pretzels, Festivals",3,,Viv P.,3,9/24/2020,"COVID Oktoberfest is no fun...And how weird is it that this is the first time in 10+ years I actually came here for Oktoberfest?Sunday afternoon good stuff: free admission, Packers game, 5 touchdowns!, 5 shots, giant pretzels, and 1/2 off beer, live music, roasting whole pigs.The bad? No crowd (actually, maybe this is a good thing - social distancing was pretty easy because there just weren't that many people. Most were wearing masks), no games, smokers (outdoors great, smokers sucks. Is smoking allowed anywhere here?) on the table behind us, live music not loud enough to heard by the TV, and bees everywhere. Overall, I'm not exactly sure what to expect because of covid, but I expect it will be better sans covid next year (hopefully!!)",126,"Milwaukee, WI",1,2,1,2
Oktoberfest Milwaukee,https://www.yelp.com/biz/oktoberfest-milwaukee-glendale?osq=Bars,4.5,29,"Lounges, Pretzels, Festivals",3,,Nicholas B.,2,9/20/2020,"Idk what happened to this place, but going Sunday for dinner is a very bad idea. Our small group decided to buy $70 in food tickets at 5:00. When looking to order dinner at 6:00 the kitchen was shut down with the side tent being the only option available. We got $10 Mac and cheese for the kids that is some noodles with a scoop of the cheese sauce dumped on top. The beer and social distancing is the only saving grace for a two vs one star review.",89,"Milwaukee, WI",1,1,0,0
Oktoberfest Milwaukee,https://www.yelp.com/biz/oktoberfest-milwaukee-glendale?osq=Bars,4.5,29,"Lounges, Pretzels, Festivals",3,,Rick R.,5,10/13/2013,"This is late, but I had to tell you what a blast this event is. Several options of great beer from Paulaner, Hacker-Pschorr, and Hofbrau, as well as great food like spanferkel, brats, and soft pretzels help build a good foundation. The live music gets the dance floor going with fun German dances and the party really gets going. This event a must. This year was my first year attending thanks to some awesome Yelpers that invited me to join them. I plan to go every year from now on.",90,"Milwaukee, WI",1,5,4,3
Oktoberfest Milwaukee,https://www.yelp.com/biz/oktoberfest-milwaukee-glendale?osq=Bars,4.5,29,"Lounges, Pretzels, Festivals",3,,Dan G.,1,09/08/2019,"THE roast pig was undercooked.  The food was terrible, potato salad wasnt made correctly.  The German music bands, were playing too many non traditional songs, and poorly at that.  They have taken a great traditional celebration and turned it into an incoherent mess.  They had a cocktail bar, with seating...when they played the loud obnoxious music, it cleared out...and yet, they stilldidnt get it.  Save your money and time, go to German Fest in the summer.",76,"Milwaukee, WI",1,2,0,0
Oktoberfest Milwaukee,https://www.yelp.com/biz/oktoberfest-milwaukee-glendale?osq=Bars,4.5,29,"Lounges, Pretzels, Festivals",3,,Tom V.,3,10/09/2014,"We were invited here by some friends and had a great time.  The beer is good, at least the first two liters were.  The food is what made the place rock.  The roast pig was really really tasty.  My only disappointment is that we didn't get a pig's head.  Word of advise get your food ticket early before the line gets too long.",63,"DeKalb, IL",0,5,2,1
Oktoberfest Milwaukee,https://www.yelp.com/biz/oktoberfest-milwaukee-glendale?osq=Bars,4.5,29,"Lounges, Pretzels, Festivals",3,,Brian M.,5,9/26/2011,"Gemutlichkeit: [guh-myt-likh-kahyt] noun. German: The essence of a good time shared by all. Usually accompanied by excellent German food, dancing, singing, and copious amount of a fermented malt beverage native to the Teutonic peoples of central and southern Europe. See also: Oktoberfest Milwaukee at Old Heidelberg park. Don your pin-laden felt hat, pull on those lederhosen and roll out the barrel folks, its Oktoberfest time in beer-town again. For those of us not fortunate enough to be making the trip to Munich this year, a worthy substitute awaits! We attended on a rain drenched Friday night but the rain did not dampen the crowd's spirits here. Many hundreds of us jammed the pavilion to hoist our beers and sing along to the awesome brass bands. The dance floor was packed with men and women from 8 to 80, all having a monumentally good time. The food was awesome and absolutely what you would expect: sausage, roasted pork, roasted chicken, kraut, potato salad, etc.. The beer selection has got to be the best German beer selection of any festival in town. For all the beer drinking here, it is still very family friendly. Many of tables were filled with multi-generational groups passing on their German heritage from one generation to the next. I think if your 6 year old joins the Snake dance line, they're hooked for life! It's easy to see why the Germans once thought they could take over Europe. Everybody who experiences it loves the music, the food, the dancing, and who could forget the beer!! On St. Patrick's day, everyone wants to be Irish. During Oktoberfest, we all want to be blue-blooded Krauts!",276,"Milwaukee, WI",1,4,4,3
Oktoberfest Milwaukee,https://www.yelp.com/biz/oktoberfest-milwaukee-glendale?osq=Bars,4.5,29,"Lounges, Pretzels, Festivals",3,,Andy B.,5,1/26/2019,"Best Oktoberfest I've been to where German wasn't the native language.  Really, really fun.",14,"Seattle, WA",0,0,0,0
Oktoberfest Milwaukee,https://www.yelp.com/biz/oktoberfest-milwaukee-glendale?osq=Bars,4.5,29,"Lounges, Pretzels, Festivals",3,,Chris F.,5,9/30/2013,"What an incredibly fun event! This was my first time and definitely not my last. A big thanks to some super awesome Elites (you know who you rock star friends are) for extending an invite. The music, patriotic flare, authentic crowd that loved to dance and forget the problems of the world for a few hours made for an evening to remember. People were so friendly and it felt like one big family. The food wasa blend of German staples backed by a great selection of beers.  Couple of fun games for the kids and the strength game for those guys that want to impress the ladies. At $5 per adult and 12 and under free, I'm looking forward to next year's big gig. My only regret was not dressing the part. I gotta find me a hat and the classic garb.  A night to remember with some great friends I will never forget.",154,"Phoenix, AZ",0,10,7,10
Oktoberfest Milwaukee,https://www.yelp.com/biz/oktoberfest-milwaukee-glendale?osq=Bars,4.5,29,"Lounges, Pretzels, Festivals",3,,Tim K.,5,10/05/2015,"Okay, so this is an Oktoberfest that I really wasn't expecting. Call me a Chicago transplant to MKE that just didn't know anything about a REAL festive time. Between the music, dancing, food and REAL carnival games this is an event for ALL AGES! Yes ""kids"" young or old can come into these gates and walk right back out with a grin from ear to ear. Feel out of place? Well then just go buy a hat for $12 bucks and you'll fit right in. If hats aren't your thing, then why don't you grab a stein of beer for $17? Too pricey? Well you get to take the stein home! Needless to say refills are really cheap! I bet you'll buy the hat after one or two German steins. But seriously, everyone here is totally friendly and I guarantee the atmosphere is even friendlier. I'm already marking this place down in my '16 calendar! Hope to see you there! Prost!",161,"Milwaukee, WI",1,4,3,3
